candidate_id,Category,match_score,matching_skills,skill_gap
Candidate_2192,BANKING,0.0765,"communication, excel, r, sql","agile, aws, data analysis, deep learning, gcp, git, machine learning, matplotlib, nlp, pandas, python, pytorch, scikit-learn, seaborn, tensorflow"
Candidate_1037,SALES,0.0765,"communication, excel, r","agile, aws, data analysis, deep learning, gcp, git, machine learning, matplotlib, nlp, pandas, python, pytorch, scikit-learn, seaborn, sql, tensorflow"
Candidate_2254,BANKING,0.0764,"communication, excel, r","agile, aws, data analysis, deep learning, gcp, git, machine learning, matplotlib, nlp, pandas, python, pytorch, scikit-learn, seaborn, sql, tensorflow"
Candidate_1710,ENGINEERING,0.0761,"communication, excel, r","agile, aws, data analysis, deep learning, gcp, git, machine learning, matplotlib, nlp, pandas, python, pytorch, scikit-learn, seaborn, sql, tensorflow"
Candidate_1215,CONSULTANT,0.0753,"excel, r, sql","agile, aws, communication, data analysis, deep learning, gcp, git, machine learning, matplotlib, nlp, pandas, python, pytorch, scikit-learn, seaborn, tensorflow"
Candidate_920,AGRICULTURE,0.0747,"communication, data analysis, excel, r","agile, aws, deep learning, gcp, git, machine learning, matplotlib, nlp, pandas, python, pytorch, scikit-learn, seaborn, sql, tensorflow"
Candidate_2349,ARTS,0.0746,"communication, excel, r","agile, aws, data analysis, deep learning, gcp, git, machine learning, matplotlib, nlp, pandas, python, pytorch, scikit-learn, seaborn, sql, tensorflow"
Candidate_320,INFORMATION-TECHNOLOGY,0.0745,"communication, git, r, sql","agile, aws, data analysis, deep learning, excel, gcp, machine learning, matplotlib, nlp, pandas, python, pytorch, scikit-learn, seaborn, tensorflow"
Candidate_257,INFORMATION-TECHNOLOGY,0.0743,r,"agile, aws, communication, data analysis, deep learning, excel, gcp, git, machine learning, matplotlib, nlp, pandas, python, pytorch, scikit-learn, seaborn, sql, tensorflow"
Candidate_922,AGRICULTURE,0.0743,"communication, data analysis, excel, r","agile, aws, deep learning, gcp, git, machine learning, matplotlib, nlp, pandas, python, pytorch, scikit-learn, seaborn, sql, tensorflow"
Candidate_935,AGRICULTURE,0.0742,"communication, data analysis, excel, r","agile, aws, deep learning, gcp, git, machine learning, matplotlib, nlp, pandas, python, pytorch, scikit-learn, seaborn, sql, tensorflow"
Candidate_1129,CONSULTANT,0.0742,"excel, git, r","agile, aws, communication, data analysis, deep learning, gcp, machine learning, matplotlib, nlp, pandas, python, pytorch, scikit-learn, seaborn, sql, tensorflow"
Candidate_2090,PUBLIC-RELATIONS,0.0742,"communication, excel, git, r, sql","agile, aws, data analysis, deep learning, gcp, machine learning, matplotlib, nlp, pandas, python, pytorch, scikit-learn, seaborn, tensorflow"
Candidate_2203,BANKING,0.0734,"agile, excel, r, sql","aws, communication, data analysis, deep learning, gcp, git, machine learning, matplotlib, nlp, pandas, python, pytorch, scikit-learn, seaborn, tensorflow"
Candidate_390,TEACHER,0.0732,"communication, excel, r","agile, aws, data analysis, deep learning, gcp, git, machine learning, matplotlib, nlp, pandas, python, pytorch, scikit-learn, seaborn, sql, tensorflow"
Candidate_254,INFORMATION-TECHNOLOGY,0.0732,"communication, excel, r","agile, aws, data analysis, deep learning, gcp, git, machine learning, matplotlib, nlp, pandas, python, pytorch, scikit-learn, seaborn, sql, tensorflow"
Candidate_2379,AVIATION,0.073,"communication, excel, r","agile, aws, data analysis, deep learning, gcp, git, machine learning, matplotlib, nlp, pandas, python, pytorch, scikit-learn, seaborn, sql, tensorflow"
Candidate_1791,ENGINEERING,0.0729,"agile, communication, data analysis, excel, r","aws, deep learning, gcp, git, machine learning, matplotlib, nlp, pandas, python, pytorch, scikit-learn, seaborn, sql, tensorflow"
Candidate_347,TEACHER,0.0729,"communication, excel, r","agile, aws, data analysis, deep learning, gcp, git, machine learning, matplotlib, nlp, pandas, python, pytorch, scikit-learn, seaborn, sql, tensorflow"
Candidate_1088,SALES,0.0728,"communication, r","agile, aws, data analysis, deep learning, excel, gcp, git, machine learning, matplotlib, nlp, pandas, python, pytorch, scikit-learn, seaborn, sql, tensorflow"
Candidate_943,AGRICULTURE,0.0727,"communication, excel, r","agile, aws, data analysis, deep learning, gcp, git, machine learning, matplotlib, nlp, pandas, python, pytorch, scikit-learn, seaborn, sql, tensorflow"
Candidate_270,INFORMATION-TECHNOLOGY,0.0725,"communication, data analysis, excel, r","agile, aws, deep learning, gcp, git, machine learning, matplotlib, nlp, pandas, python, pytorch, scikit-learn, seaborn, sql, tensorflow"
Candidate_1718,ENGINEERING,0.0723,"git, machine learning, matplotlib, pandas, python, r, scikit-learn, seaborn, sql, tensorflow","agile, aws, communication, data analysis, deep learning, excel, gcp, nlp, pytorch"
Candidate_471,ADVOCATE,0.072,"aws, communication, excel, r","agile, data analysis, deep learning, gcp, git, machine learning, matplotlib, nlp, pandas, python, pytorch, scikit-learn, seaborn, sql, tensorflow"
Candidate_1144,CONSULTANT,0.0719,"communication, excel, r","agile, aws, data analysis, deep learning, gcp, git, machine learning, matplotlib, nlp, pandas, python, pytorch, scikit-learn, seaborn, sql, tensorflow"
Candidate_441,ADVOCATE,0.0716,"communication, excel, r","agile, aws, data analysis, deep learning, gcp, git, machine learning, matplotlib, nlp, pandas, python, pytorch, scikit-learn, seaborn, sql, tensorflow"
Candidate_1758,ENGINEERING,0.0712,r,"agile, aws, communication, data analysis, deep learning, excel, gcp, git, machine learning, matplotlib, nlp, pandas, python, pytorch, scikit-learn, seaborn, sql, tensorflow"
Candidate_319,INFORMATION-TECHNOLOGY,0.0711,"communication, data analysis, excel, r, sql","agile, aws, deep learning, gcp, git, machine learning, matplotlib, nlp, pandas, python, pytorch, scikit-learn, seaborn, tensorflow"
Candidate_2319,ARTS,0.0707,"communication, r","agile, aws, data analysis, deep learning, excel, gcp, git, machine learning, matplotlib, nlp, pandas, python, pytorch, scikit-learn, seaborn, sql, tensorflow"
Candidate_1796,ENGINEERING,0.0707,"machine learning, r","agile, aws, communication, data analysis, deep learning, excel, gcp, git, matplotlib, nlp, pandas, python, pytorch, scikit-learn, seaborn, sql, tensorflow"
Candidate_1779,ENGINEERING,0.0707,"excel, git, python, r","agile, aws, communication, data analysis, deep learning, gcp, machine learning, matplotlib, nlp, pandas, pytorch, scikit-learn, seaborn, sql, tensorflow"
Candidate_1235,DIGITAL-MEDIA,0.0706,"aws, r, sql","agile, communication, data analysis, deep learning, excel, gcp, git, machine learning, matplotlib, nlp, pandas, python, pytorch, scikit-learn, seaborn, tensorflow"
Candidate_601,BUSINESS-DEVELOPMENT,0.0705,"communication, r","agile, aws, data analysis, deep learning, excel, gcp, git, machine learning, matplotlib, nlp, pandas, python, pytorch, scikit-learn, seaborn, sql, tensorflow"
Candidate_718,HEALTHCARE,0.0704,"communication, data analysis, excel, r, sql","agile, aws, deep learning, gcp, git, machine learning, matplotlib, nlp, pandas, python, pytorch, scikit-learn, seaborn, tensorflow"
Candidate_2038,CONSTRUCTION,0.0702,"communication, excel, r","agile, aws, data analysis, deep learning, gcp, git, machine learning, matplotlib, nlp, pandas, python, pytorch, scikit-learn, seaborn, sql, tensorflow"
Candidate_1154,CONSULTANT,0.0699,"excel, r, sql","agile, aws, communication, data analysis, deep learning, gcp, git, machine learning, matplotlib, nlp, pandas, python, pytorch, scikit-learn, seaborn, tensorflow"
Candidate_2402,AVIATION,0.0697,"git, r","agile, aws, communication, data analysis, deep learning, excel, gcp, machine learning, matplotlib, nlp, pandas, python, pytorch, scikit-learn, seaborn, sql, tensorflow"
Candidate_2107,PUBLIC-RELATIONS,0.0695,"aws, communication, excel, r","agile, data analysis, deep learning, gcp, git, machine learning, matplotlib, nlp, pandas, python, pytorch, scikit-learn, seaborn, sql, tensorflow"
Candidate_1485,FINANCE,0.0694,"aws, excel, r","agile, communication, data analysis, deep learning, gcp, git, machine learning, matplotlib, nlp, pandas, python, pytorch, scikit-learn, seaborn, sql, tensorflow"
Candidate_1625,APPAREL,0.0693,"excel, r","agile, aws, communication, data analysis, deep learning, gcp, git, machine learning, matplotlib, nlp, pandas, python, pytorch, scikit-learn, seaborn, sql, tensorflow"
Candidate_2397,AVIATION,0.069,r,"agile, aws, communication, data analysis, deep learning, excel, gcp, git, machine learning, matplotlib, nlp, pandas, python, pytorch, scikit-learn, seaborn, sql, tensorflow"
Candidate_1724,ENGINEERING,0.0689,"communication, git, r","agile, aws, data analysis, deep learning, excel, gcp, machine learning, matplotlib, nlp, pandas, python, pytorch, scikit-learn, seaborn, sql, tensorflow"
Candidate_500,ADVOCATE,0.0689,"agile, aws, communication, excel, r","data analysis, deep learning, gcp, git, machine learning, matplotlib, nlp, pandas, python, pytorch, scikit-learn, seaborn, sql, tensorflow"
Candidate_1085,SALES,0.0689,"aws, communication, excel, r","agile, data analysis, deep learning, gcp, git, machine learning, matplotlib, nlp, pandas, python, pytorch, scikit-learn, seaborn, sql, tensorflow"
Candidate_173,DESIGNER,0.0688,"communication, excel, r","agile, aws, data analysis, deep learning, gcp, git, machine learning, matplotlib, nlp, pandas, python, pytorch, scikit-learn, seaborn, sql, tensorflow"
Candidate_2396,AVIATION,0.0688,"communication, excel, git, python, r, sql","agile, aws, data analysis, deep learning, gcp, machine learning, matplotlib, nlp, pandas, pytorch, scikit-learn, seaborn, tensorflow"
Candidate_1207,CONSULTANT,0.0687,"communication, excel, r","agile, aws, data analysis, deep learning, gcp, git, machine learning, matplotlib, nlp, pandas, python, pytorch, scikit-learn, seaborn, sql, tensorflow"
Candidate_2448,AVIATION,0.0686,"communication, excel, r","agile, aws, data analysis, deep learning, gcp, git, machine learning, matplotlib, nlp, pandas, python, pytorch, scikit-learn, seaborn, sql, tensorflow"
Candidate_2174,BANKING,0.0684,"communication, excel, git, r","agile, aws, data analysis, deep learning, gcp, machine learning, matplotlib, nlp, pandas, python, pytorch, scikit-learn, seaborn, sql, tensorflow"
Candidate_1766,ENGINEERING,0.0683,"communication, excel, r","agile, aws, data analysis, deep learning, gcp, git, machine learning, matplotlib, nlp, pandas, python, pytorch, scikit-learn, seaborn, sql, tensorflow"
Candidate_1741,ENGINEERING,0.0683,"excel, r","agile, aws, communication, data analysis, deep learning, gcp, git, machine learning, matplotlib, nlp, pandas, python, pytorch, scikit-learn, seaborn, sql, tensorflow"
Candidate_1248,DIGITAL-MEDIA,0.0682,"communication, excel, git, r","agile, aws, data analysis, deep learning, gcp, machine learning, matplotlib, nlp, pandas, python, pytorch, scikit-learn, seaborn, sql, tensorflow"
Candidate_1002,SALES,0.0682,"communication, excel, r","agile, aws, data analysis, deep learning, gcp, git, machine learning, matplotlib, nlp, pandas, python, pytorch, scikit-learn, seaborn, sql, tensorflow"
Candidate_1667,APPAREL,0.0681,"communication, excel, r","agile, aws, data analysis, deep learning, gcp, git, machine learning, matplotlib, nlp, pandas, python, pytorch, scikit-learn, seaborn, sql, tensorflow"
Candidate_2307,ARTS,0.068,"communication, r","agile, aws, data analysis, deep learning, excel, gcp, git, machine learning, matplotlib, nlp, pandas, python, pytorch, scikit-learn, seaborn, sql, tensorflow"
Candidate_945,AGRICULTURE,0.0678,"communication, excel, r","agile, aws, data analysis, deep learning, gcp, git, machine learning, matplotlib, nlp, pandas, python, pytorch, scikit-learn, seaborn, sql, tensorflow"
Candidate_1028,SALES,0.0677,"communication, data analysis, excel, r","agile, aws, deep learning, gcp, git, machine learning, matplotlib, nlp, pandas, python, pytorch, scikit-learn, seaborn, sql, tensorflow"
Candidate_2078,PUBLIC-RELATIONS,0.0677,"communication, excel, gcp, r, sql","agile, aws, data analysis, deep learning, git, machine learning, matplotlib, nlp, pandas, python, pytorch, scikit-learn, seaborn, tensorflow"
Candidate_737,HEALTHCARE,0.0675,"communication, r","agile, aws, data analysis, deep learning, excel, gcp, git, machine learning, matplotlib, nlp, pandas, python, pytorch, scikit-learn, seaborn, sql, tensorflow"
Candidate_931,AGRICULTURE,0.0674,"communication, excel, r","agile, aws, data analysis, deep learning, gcp, git, machine learning, matplotlib, nlp, pandas, python, pytorch, scikit-learn, seaborn, sql, tensorflow"
Candidate_752,HEALTHCARE,0.0674,"data analysis, excel, r","agile, aws, communication, deep learning, gcp, git, machine learning, matplotlib, nlp, pandas, python, pytorch, scikit-learn, seaborn, sql, tensorflow"
Candidate_723,HEALTHCARE,0.067,"excel, r","agile, aws, communication, data analysis, deep learning, gcp, git, machine learning, matplotlib, nlp, pandas, python, pytorch, scikit-learn, seaborn, sql, tensorflow"
Candidate_62,HR,0.0667,"aws, communication, excel, r","agile, data analysis, deep learning, gcp, git, machine learning, matplotlib, nlp, pandas, python, pytorch, scikit-learn, seaborn, sql, tensorflow"
Candidate_1725,ENGINEERING,0.0667,"excel, git, r, sql","agile, aws, communication, data analysis, deep learning, gcp, machine learning, matplotlib, nlp, pandas, python, pytorch, scikit-learn, seaborn, tensorflow"
Candidate_30,HR,0.0667,"communication, excel, r","agile, aws, data analysis, deep learning, gcp, git, machine learning, matplotlib, nlp, pandas, python, pytorch, scikit-learn, seaborn, sql, tensorflow"
Candidate_138,DESIGNER,0.0666,"agile, communication, r","aws, data analysis, deep learning, excel, gcp, git, machine learning, matplotlib, nlp, pandas, python, pytorch, scikit-learn, seaborn, sql, tensorflow"
Candidate_1212,CONSULTANT,0.0665,"communication, excel, r","agile, aws, data analysis, deep learning, gcp, git, machine learning, matplotlib, nlp, pandas, python, pytorch, scikit-learn, seaborn, sql, tensorflow"
Candidate_671,BUSINESS-DEVELOPMENT,0.0664,"communication, r","agile, aws, data analysis, deep learning, excel, gcp, git, machine learning, matplotlib, nlp, pandas, python, pytorch, scikit-learn, seaborn, sql, tensorflow"
Candidate_713,HEALTHCARE,0.0663,"communication, excel, r","agile, aws, data analysis, deep learning, gcp, git, machine learning, matplotlib, nlp, pandas, python, pytorch, scikit-learn, seaborn, sql, tensorflow"
Candidate_1733,ENGINEERING,0.0662,"communication, excel, python, r, sql","agile, aws, data analysis, deep learning, gcp, git, machine learning, matplotlib, nlp, pandas, pytorch, scikit-learn, seaborn, tensorflow"
Candidate_417,TEACHER,0.0657,r,"agile, aws, communication, data analysis, deep learning, excel, gcp, git, machine learning, matplotlib, nlp, pandas, python, pytorch, scikit-learn, seaborn, sql, tensorflow"
Candidate_1174,CONSULTANT,0.0657,"data analysis, excel, r","agile, aws, communication, deep learning, gcp, git, machine learning, matplotlib, nlp, pandas, python, pytorch, scikit-learn, seaborn, sql, tensorflow"
Candidate_289,INFORMATION-TECHNOLOGY,0.0656,"communication, excel, r","agile, aws, data analysis, deep learning, gcp, git, machine learning, matplotlib, nlp, pandas, python, pytorch, scikit-learn, seaborn, sql, tensorflow"
Candidate_1241,DIGITAL-MEDIA,0.0656,"agile, data analysis, excel, git, r","aws, communication, deep learning, gcp, machine learning, matplotlib, nlp, pandas, python, pytorch, scikit-learn, seaborn, sql, tensorflow"
